INPUT_DATA_WIDTH,INPUT_BUS_WIDTH,CONFIG_BUS_WIDTH,OUTPUT_DATA_WIDTH,OUTPUT_BUS_WIDTH,TOTAL_LAYERS,fMax,LUT (Used),LUT (Total),LUTAsLogic (Used),LUTAsLogic (Total),LUTAsMem (Used),LUTAsMem (Total),REG (Used),REG (Total),CARRY8 (Used),CARRY8 (Total),F7MUX (Used),F7MUX (Total),F8MUX (Used),F8MUX (Total),F9MUX (Used),F9MUX (Total),BRAM (Used),BRAM (Total),URAM (Used),URAM (Total),DSP (Used),DSP (Total),GLOBAL_CLOCK_BUFFERS (Used),GLOBAL_CLOCK_BUFFERS (Total),PLL (Used),PLL (Total),MMCM (Used),MMCM (Total),GTYE4_CHANNEL (Used),GTYE4_CHANNEL (Total),GTYE4_COMMON (Used),GTYE4_COMMON (Total),SLL_SLR2-SLR3 (Used),SLL_SLR2-SLR3 (Total),SLL_SLR3-SLR2 (Used),SLL_SLR3-SLR2 (Total),SLL_SLR1-SLR2 (Used),SLL_SLR1-SLR2 (Total),SLL_SLR2-SLR1 (Used),SLL_SLR2-SLR1 (Total),SLL_SLR0-SLR1 (Used),SLL_SLR0-SLR1 (Total),SLL_SLR1-SLR0 (Used),SLL_SLR1-SLR0 (Total),LUT_SLR0 (Used),LUT_SLR0 (Total),LUT_SLR1 (Used),LUT_SLR1 (Total),LUT_SLR2 (Used),LUT_SLR2 (Total),LUT_SLR3 (Used),LUT_SLR3 (Total),LUTAsLogic_SLR0 (Used),LUTAsLogic_SLR0 (Total),LUTAsLogic_SLR1 (Used),LUTAsLogic_SLR1 (Total),LUTAsLogic_SLR2 (Used),LUTAsLogic_SLR2 (Total),LUTAsLogic_SLR3 (Used),LUTAsLogic_SLR3 (Total),LUTAsMem_SLR0 (Used),LUTAsMem_SLR0 (Total),LUTAsMem_SLR1 (Used),LUTAsMem_SLR1 (Total),LUTAsMem_SLR2 (Used),LUTAsMem_SLR2 (Total),LUTAsMem_SLR3 (Used),LUTAsMem_SLR3 (Total),REG_SLR0 (Used),REG_SLR0 (Total),REG_SLR1 (Used),REG_SLR1 (Total),REG_SLR2 (Used),REG_SLR2 (Total),REG_SLR3 (Used),REG_SLR3 (Total),CARRY8_SLR0 (Used),CARRY8_SLR0 (Total),CARRY8_SLR1 (Used),CARRY8_SLR1 (Total),CARRY8_SLR2 (Used),CARRY8_SLR2 (Total),CARRY8_SLR3 (Used),CARRY8_SLR3 (Total),F7MUX_SLR0 (Used),F7MUX_SLR0 (Total),F7MUX_SLR1 (Used),F7MUX_SLR1 (Total),F7MUX_SLR2 (Used),F7MUX_SLR2 (Total),F7MUX_SLR3 (Used),F7MUX_SLR3 (Total),F8MUX_SLR0 (Used),F8MUX_SLR0 (Total),F8MUX_SLR1 (Used),F8MUX_SLR1 (Total),F8MUX_SLR2 (Used),F8MUX_SLR2 (Total),F8MUX_SLR3 (Used),F8MUX_SLR3 (Total),F9MUX_SLR0 (Used),F9MUX_SLR0 (Total),F9MUX_SLR1 (Used),F9MUX_SLR1 (Total),F9MUX_SLR2 (Used),F9MUX_SLR2 (Total),F9MUX_SLR3 (Used),F9MUX_SLR3 (Total),BRAM_SLR0 (Used),BRAM_SLR0 (Total),BRAM_SLR1 (Used),BRAM_SLR1 (Total),BRAM_SLR2 (Used),BRAM_SLR2 (Total),BRAM_SLR3 (Used),BRAM_SLR3 (Total),URAM_SLR0 (Used),URAM_SLR0 (Total),URAM_SLR1 (Used),URAM_SLR1 (Total),URAM_SLR2 (Used),URAM_SLR2 (Total),URAM_SLR3 (Used),URAM_SLR3 (Total),DSPs_SLR0 (Used),DSPs_SLR0 (Total),DSPs_SLR1 (Used),DSPs_SLR1 (Total),DSPs_SLR2 (Used),DSPs_SLR2 (Total),DSPs_SLR3 (Used),DSPs_SLR3 (Total)
8,64,64,4,8,4,632.9113924050632,28153,1728000,20949,1728000,7204,791040,17508,3456000,713,216000,1,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28153,432000,0,432000,0,432000,0,432000,20949,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17508,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,1,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,659.6306068601583,28135,1728000,20931,1728000,7204,791040,17515,3456000,713,216000,1,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28135,432000,0,432000,0,432000,0,432000,20931,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17515,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,1,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,629.3266205160478,28136,1728000,20932,1728000,7204,791040,17548,3456000,713,216000,1,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28136,432000,0,432000,0,432000,0,432000,20932,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17548,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,1,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,621.8905472636816,28198,1728000,20994,1728000,7204,791040,17499,3456000,713,216000,2,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28198,432000,0,432000,0,432000,0,432000,20994,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17499,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,2,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,647.2491909385113,28178,1728000,20974,1728000,7204,791040,17511,3456000,713,216000,1,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28178,432000,0,432000,0,432000,0,432000,20974,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17511,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,1,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,659.6306068601583,28135,1728000,20931,1728000,7204,791040,17515,3456000,713,216000,1,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28135,432000,0,432000,0,432000,0,432000,20931,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17515,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,1,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,645.1612903225806,28159,1728000,20955,1728000,7204,791040,17510,3456000,713,216000,1,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28159,432000,0,432000,0,432000,0,432000,20955,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17510,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,1,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,634.9206349206349,28628,1728000,21160,1728000,7468,791040,18328,3456000,713,216000,1,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28628,432000,0,432000,0,432000,0,432000,21160,432000,0,432000,0,432000,0,432000,7468,197760,0,197760,0,197760,0,197760,18328,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,1,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,660.9385327164574,28722,1728000,21253,1728000,7469,791040,18303,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28722,432000,0,432000,0,432000,0,432000,21253,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,18303,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,678.8866259334692,29253,1728000,21766,1728000,7487,791040,18319,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,29253,432000,0,432000,0,432000,0,432000,21766,432000,0,432000,0,432000,0,432000,7487,197760,0,197760,0,197760,0,197760,18319,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,666.6666666666666,28740,1728000,21271,1728000,7469,791040,18629,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28740,432000,0,432000,0,432000,0,432000,21271,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,18629,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,645.1612903225806,28707,1728000,21238,1728000,7469,791040,19344,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28707,432000,0,432000,0,432000,0,432000,21238,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19344,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,675.2194463200541,28726,1728000,21257,1728000,7469,791040,19341,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28726,432000,0,432000,0,432000,0,432000,21257,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19341,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,645.1612903225806,28707,1728000,21238,1728000,7469,791040,19344,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28707,432000,0,432000,0,432000,0,432000,21238,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19344,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,645.1612903225806,28707,1728000,21238,1728000,7469,791040,19344,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28707,432000,0,432000,0,432000,0,432000,21238,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19344,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,675.2194463200541,28726,1728000,21257,1728000,7469,791040,19341,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28726,432000,0,432000,0,432000,0,432000,21257,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19341,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,643.915003219575,28739,1728000,21269,1728000,7470,791040,19403,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28739,432000,0,432000,0,432000,0,432000,21269,432000,0,432000,0,432000,0,432000,7470,197760,0,197760,0,197760,0,197760,19403,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,668.4491978609626,28712,1728000,21243,1728000,7469,791040,19063,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28712,432000,0,432000,0,432000,0,432000,21243,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19063,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,660.9385327164574,28722,1728000,21253,1728000,7469,791040,18303,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28722,432000,0,432000,0,432000,0,432000,21253,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,18303,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,648.0881399870382,28202,1728000,20998,1728000,7204,791040,17533,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28202,432000,0,432000,0,432000,0,432000,20998,432000,0,432000,0,432000,0,432000,7204,197760,0,197760,0,197760,0,197760,17533,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,643.5006435006435,28579,1728000,21189,1728000,7390,791040,18072,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28579,432000,0,432000,0,432000,0,432000,21189,432000,0,432000,0,432000,0,432000,7390,197760,0,197760,0,197760,0,197760,18072,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,669.3440428380187,28730,1728000,21261,1728000,7469,791040,18285,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28730,432000,0,432000,0,432000,0,432000,21261,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,18285,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,631.3131313131313,28716,1728000,21247,1728000,7469,791040,19075,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28716,432000,0,432000,0,432000,0,432000,21247,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19075,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,668.4491978609626,28712,1728000,21243,1728000,7469,791040,19063,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28712,432000,0,432000,0,432000,0,432000,21243,432000,0,432000,0,432000,0,432000,7469,197760,0,197760,0,197760,0,197760,19063,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,678.8866259334692,29253,1728000,21766,1728000,7487,791040,18319,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,29253,432000,0,432000,0,432000,0,432000,21766,432000,0,432000,0,432000,0,432000,7487,197760,0,197760,0,197760,0,197760,18319,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,661.8133686300463,29434,1728000,21947,1728000,7487,791040,18324,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,29434,432000,0,432000,0,432000,0,432000,21947,432000,0,432000,0,432000,0,432000,7487,197760,0,197760,0,197760,0,197760,18324,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,641.8485237483953,29441,1728000,21953,1728000,7488,791040,18401,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,29441,432000,0,432000,0,432000,0,432000,21953,432000,0,432000,0,432000,0,432000,7488,197760,0,197760,0,197760,0,197760,18401,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,666.2225183211193,29263,1728000,21776,1728000,7487,791040,18301,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,29263,432000,0,432000,0,432000,0,432000,21776,432000,0,432000,0,432000,0,432000,7487,197760,0,197760,0,197760,0,197760,18301,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,678.8866259334692,29253,1728000,21766,1728000,7487,791040,18319,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,29253,432000,0,432000,0,432000,0,432000,21766,432000,0,432000,0,432000,0,432000,7487,197760,0,197760,0,197760,0,197760,18319,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,678.8866259334692,29253,1728000,21766,1728000,7487,791040,18319,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,29253,432000,0,432000,0,432000,0,432000,21766,432000,0,432000,0,432000,0,432000,7487,197760,0,197760,0,197760,0,197760,18319,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,628.1407035175879,28683,1728000,21352,1728000,7331,791040,17570,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28683,432000,0,432000,0,432000,0,432000,21352,432000,0,432000,0,432000,0,432000,7331,197760,0,197760,0,197760,0,197760,17570,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,648.5084306095979,28686,1728000,21355,1728000,7331,791040,17557,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28686,432000,0,432000,0,432000,0,432000,21355,432000,0,432000,0,432000,0,432000,7331,197760,0,197760,0,197760,0,197760,17557,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,658.3278472679394,28688,1728000,21357,1728000,7331,791040,17568,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28688,432000,0,432000,0,432000,0,432000,21357,432000,0,432000,0,432000,0,432000,7331,197760,0,197760,0,197760,0,197760,17568,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
8,64,64,4,8,4,651.0416666666666,28639,1728000,21308,1728000,7331,791040,17783,3456000,713,216000,0,864000,0,432000,0,216000,0,2688,0,1280,0,12288,0,1344,0,32,0,16,0,24,0,6,0,23040,0,23040,0,23040,0,23040,0,23040,0,23040,28639,432000,0,432000,0,432000,0,432000,21308,432000,0,432000,0,432000,0,432000,7331,197760,0,197760,0,197760,0,197760,17783,864000,0,864000,0,864000,0,864000,713,54000,0,54000,0,54000,0,54000,0,216000,0,216000,0,216000,0,216000,0,108000,0,108000,0,108000,0,108000,0,54000,0,54000,0,54000,0,54000,0,672,0,672,0,672,0,672,0,320,0,320,0,320,0,320,0,3072,0,3072,0,3072,0,3072
